stock1,stock2,p_value,ADF_stat
300170,600797,0.03594539754642968,-2.9888862803501466
300383,002095,0.036059992520152545,-2.987691132712108
300541,300846,0.03612401528917322,-2.9870248116974465
600797,300264,0.036143382501568164,-2.9868234422445172
002264,300166,0.03621955900519913,-2.986032282478166
300383,002195,0.036268727737977874,-2.9855223661712604
600797,300464,0.03643244290708414,-2.9838287047134715
002264,300399,0.03651644402382127,-2.9829621853816484
300287,600571,0.03653663936727571,-2.9827541092058305
300440,002331,0.03660466372467383,-2.982053953927259
300440,600756,0.03663726117613889,-2.981718825815952
002474,002291,0.03677452966825309,-2.980310342826397
300150,002095,0.03688461322988484,-2.979183992085509
300231,300271,0.036915185965290795,-2.9788716805026767
600571,603918,0.03734998037423235,-2.9744534817424304
300383,000676,0.037360878285502094,-2.9743432984927085
300250,300383,0.037393412921768676,-2.974014517954953
300383,002591,0.03743546419615257,-2.9735899225883915
300078,300245,0.03753567180490952,-2.972579731269352
300078,300250,0.037560523941511555,-2.972329548078203
300078,002373,0.03788973846249946,-2.969028444893222
300231,002131,0.038028681104780006,-2.9676424633619582
002131,300248,0.03820979542864751,-2.9658421798721886
300166,000555,0.03821986254593053,-2.965742322643224
300440,300170,0.0382407202486239,-2.9655355022322993
300231,002331,0.03843499463559693,-2.963613653889797
688004,000676,0.038764464586445085,-2.9603729425001784
688004,300231,0.03880570080515606,-2.9599689655954755
300231,002195,0.03888605433823167,-2.9591828028863465
000676,300264,0.03911986145841068,-2.9569030020232234
300440,002264,0.03917850497039166,-2.956332974024614
300448,300271,0.03930440355436509,-2.9551116225737672
300287,002232,0.039418390130808195,-2.9540086540085615
300078,300170,0.03947198667735283,-2.9534909607386624
600271,600571,0.039545659467799255,-2.9527803093513874
688004,300166,0.03961976044153647,-2.952066645093425
300287,603918,0.0396360316625441,-2.9519100871091952
000676,000555,0.039718465971622915,-2.951117748781687
300440,300245,0.03999922233011676,-2.948429474176175
002657,300464,0.04010357828345475,-2.9474342779642493
300287,002291,0.04015839685371253,-2.946912365305722
300464,002232,0.040482462986957464,-2.943839135648294
000676,300846,0.04071242334761408,-2.941670794715058
300287,300464,0.04075224528412487,-2.9412963461555677
000555,600131,0.040956281318320256,-2.939382562618434
300872,002264,0.04130305444269008,-2.936148147595821
300383,002474,0.041335325614976166,-2.93584830304624
002331,300846,0.04143647008573986,-2.9349097929097034
300287,002264,0.04144891952286057,-2.93479440792638
688004,300541,0.04149028848451489,-2.934411196038578
002609,002232,0.04150558459467426,-2.9342695847693414
300295,002264,0.04163931718078257,-2.9330333406131315
002373,300017,0.04167531505181413,-2.9327011367590647
300078,300288,0.041970139866247626,-2.929989336066622
688365,300448,0.04224649771825959,-2.9274617780452563
300440,300290,0.042387256514004025,-2.926179696280289
002771,002095,0.04249836135743126,-2.9251702159421114
300287,002591,0.042604803885945446,-2.924205156417806
000676,300448,0.0427238005180853,-2.923128649595754
300295,300846,0.04274586667345507,-2.9229293018948104
300250,600410,0.04302188580678948,-2.920442929672188
300383,600131,0.043137969272435454,-2.919401217652322
300440,600571,0.04332874256353904,-2.91769430767385
688004,600131,0.043362994942145024,-2.9173885028634996
688004,002095,0.043405996057669746,-2.917004873738846
300290,002291,0.04364742155648041,-2.914856875417402
300150,002264,0.043653177628110267,-2.9148057834834664
600271,300079,0.043818044043469846,-2.913344771101768
300440,002232,0.04401833700757599,-2.911575949493771
300288,600131,0.044160375162811745,-2.910325634003251
002649,002232,0.04417068273469208,-2.9102350298765134
002657,300271,0.04441509191514465,-2.9080917866346008
300250,002609,0.04442107612085554,-2.9080394336050848
300440,002195,0.044773531178151256,-2.9049662446783615
300440,300017,0.04479915231842682,-2.9047436279068792
300464,600131,0.04500445102908115,-2.902963633516018
688004,300271,0.04501070758404908,-2.9029094933582864
000676,002474,0.04516523330591099,-2.9015743046343956
600571,300150,0.04520064568938388,-2.9012688553978467
002649,002609,0.045360274143667084,-2.899894439116721
300288,300271,0.0454767870268623,-2.898893780749657
300287,002095,0.0454967248296651,-2.898722760008773
300250,300399,0.04562243448085067,-2.897645886576828
300440,002657,0.04577883370767848,-2.8963095416529656
002474,300264,0.04599413340939334,-2.894476096435484
300166,300170,0.04626445255568643,-2.8921841518553113
000676,300541,0.04638088016463508,-2.8912004149463453
300872,002657,0.047184919092435246,-2.8844620116347626
300078,002649,0.04721328969147145,-2.884225985120352
688004,300170,0.04729304508379511,-2.8835630948065347
300231,300264,0.047613055485524164,-2.880912564781369
300440,002373,0.04761521623706742,-2.8808947181239732
300383,002232,0.04768188010166464,-2.8803444383429495
000676,600797,0.04775160209928179,-2.8797695941274917
002771,300872,0.04786452340071768,-2.8788400480428784
300231,002649,0.047898970417701275,-2.8785568472007395
002474,300541,0.04802504885885356,-2.8775217438573355
002474,300464,0.04814899930304742,-2.876506294576253
002609,300271,0.0483570915372188,-2.8748063618423556
688004,002591,0.0487414990705241,-2.8716818849826296
300383,300150,0.048894205942968456,-2.870446312702463
300295,300592,0.04896996991288642,-2.869834475572151
300250,300541,0.04907919961961141,-2.8689537545267383
002474,300448,0.04910670966764699,-2.8687321950378877
300287,002649,0.049125337827626715,-2.8685822262303233
688004,300288,0.0493920145942257,-2.8664404214263137
002373,300170,0.04973449827263837,-2.8637036934679525
300440,300541,0.04973569196888423,-2.86369418200052
300295,002591,0.04991863715547239,-2.862238674785951
600797,300271,0.04999497243754074,-2.861632650126591
